country;region_code;region;year;sector;va;va_q05;emp;va_q10;va_q91
COL;LAM;Latin America;1968;Community, social and personal services;1,93657724241329e+04;9,88375663849958e+06;9,94350284220579e+02;NA;NA
COL;LAM;Latin America;1968;Summation of sector GDP;1,30519739320810e+05;6,42150271652391e+07;5,71768245146957e+03;NA;NA
COL;LAM;Latin America;1969;Agriculture;3,61048624535566e+04;9,26595669180363e+06;2,47621394533370e+03;NA;NA
COL;LAM;Latin America;1969;Mining;4,49382092456001e+03;4,44203081016345e+06;5,67903908571002e+01;NA;NA
COL;LAM;Latin America;1969;Manufacturing;3,13848058175874e+04;1,30639404533852e+07;8,19631810131123e+02;NA;NA
COL;LAM;Latin America;1969;Utilities;1,59204932909619e+03;2,52110079659936e+06;2,17415001113238e+01;NA;NA
COL;LAM;Latin America;1969;Construction;6,90341695505642e+03;6,55515893218519e+06;2,70745223339179e+02;NA;NA
COL;LAM;Latin America;1969;Trade, restaurants and hotels;2,19238542119552e+04;1,28324629009402e+07;6,77833824645331e+02;NA;NA
COL;LAM;Latin America;1969;Transport, storage and communication;8,67037453612983e+03;4,50457878945397e+06;2,31173975544993e+02;NA;NA
COL;LAM;Latin America;1969;Finance, insurance, real estate and business services;1,68476573134170e+04;5,43622590935373e+06;3,26121654146194e+02;NA;NA
COL;LAM;Latin America;1969;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1969;Community, social and personal services;2,24949605252195e+04;1,04322976176763e+07;1,03533110217824e+03;NA;NA
COL;LAM;Latin America;1969;Summation of sector GDP;1,50415802066578e+05;6,90537529015611e+07;5,91558342628718e+03;NA;NA
COL;LAM;Latin America;1970;Agriculture;4,13262101282654e+04;9,66878596546770e+06;2,47382428157941e+03;NA;NA
COL;LAM;Latin America;1970;Mining;4,39964436900379e+03;4,33486034968530e+06;5,21414953962873e+01;NA;NA
COL;LAM;Latin America;1970;Manufacturing;3,73431066271677e+04;1,41494170738537e+07;8,74818422759932e+02;NA;NA
COL;LAM;Latin America;1970;Utilities;1,87945991075121e+03;2,77382728232204e+06;2,31739979539055e+01;NA;NA
COL;LAM;Latin America;1970;Construction;7,98464456021730e+03;6,80765394290640e+06;2,72294475958389e+02;NA;NA
COL;LAM;Latin America;1970;Trade, restaurants and hotels;2,63364414718792e+04;1,37866832218800e+07;7,47361434013452e+02;NA;NA
COL;LAM;Latin America;1970;Transport, storage and communication;1,04628643546560e+04;4,95395815791506e+06;2,49120478004484e+02;NA;NA
COL;LAM;Latin America;1970;Finance, insurance, real estate and business services;2,23212572824429e+04;6,32415079695684e+06;3,44779008831819e+02;NA;NA
COL;LAM;Latin America;1970;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1970;Community, social and personal services;2,72461238767470e+04;1,12563614631062e+07;1,10076490281051e+03;NA;NA
COL;LAM;Latin America;1970;Summation of sector GDP;1,79299752581130e+05;7,40556982540933e+07;6,13827849730819e+03;NA;NA
COL;LAM;Latin America;1971;Agriculture;4,75573021223132e+04;9,90465310596837e+06;2,56457146955300e+03;NA;NA
COL;LAM;Latin America;1971;Mining;4,60754355768450e+03;4,13530156120874e+06;5,22980101361422e+01;NA;NA
COL;LAM;Latin America;1971;Manufacturing;4,55348062387859e+04;1,53457346168349e+07;8,50611415786684e+02;NA;NA
COL;LAM;Latin America;1971;Utilities;2,30441698505542e+03;3,03271782867210e+06;2,56065751740033e+01;NA;NA
COL;LAM;Latin America;1971;Construction;1,00383447131778e+04;7,29807694449951e+06;2,73753134654633e+02;NA;NA
COL;LAM;Latin America;1971;Trade, restaurants and hotels;3,01843792306006e+04;1,46216260027023e+07;7,94842558887791e+02;NA;NA
COL;LAM;Latin America;1971;Transport, storage and communication;1,19703459365965e+04;5,18943294698868e+06;2,66812352794045e+02;NA;NA
COL;LAM;Latin America;1971;Finance, insurance, real estate and business services;2,76949095412113e+04;7,09274099640662e+06;3,82002204790512e+02;NA;NA
COL;LAM;Latin America;1971;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1971;Community, social and personal services;3,29444595679188e+04;1,20153017219672e+07;1,13092134575259e+03;NA;NA
COL;LAM;Latin America;1971;Summation of sector GDP;2,12836507893344e+05;7,86355857252484e+07;6,34141906752940e+03;NA;NA
COL;LAM;Latin America;1972;Agriculture;5,87153315621289e+04;1,04797448979756e+07;2,65418750788756e+03;NA;NA
COL;LAM;Latin America;1972;Mining;4,44939802099576e+03;3,85074551097364e+06;5,24254340100535e+01;NA;NA
COL;LAM;Latin America;1972;Manufacturing;5,63763533240926e+04;1,67465345513480e+07;8,26608145848100e+02;NA;NA
COL;LAM;Latin America;1972;Utilities;2,82791483021277e+03;3,41488958756980e+06;2,82785551165706e+01;NA;NA
COL;LAM;Latin America;1972;Construction;1,11828020028511e+04;7,42918012314322e+06;2,75064508991257e+02;NA;NA
COL;LAM;Latin America;1972;Trade, restaurants and hotels;3,64371294965489e+04;1,58549107571245e+07;8,44863853074067e+02;NA;NA
COL;LAM;Latin America;1972;Transport, storage and communication;1,33965648395106e+04;5,50939105733297e+06;2,85599618934653e+02;NA;NA
COL;LAM;Latin America;1972;Finance, insurance, real estate and business services;3,52782009908316e+04;7,77016506195194e+06;4,23005592657135e+02;NA;NA
COL;LAM;Latin America;1972;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1972;Community, social and personal services;3,91247973382312e+04;1,27542039541915e+07;1,16124916789184e+03;NA;NA
COL;LAM;Latin America;1972;Summation of sector GDP;2,57788492405403e+05;8,38097655016112e+07;6,55128238441124e+03;NA;NA
COL;LAM;Latin America;1973;Agriculture;7,52911361253028e+04;1,07275445045018e+07;2,74293884488540e+03;NA;NA
COL;LAM;Latin America;1973;Mining;5,91345180447845e+03;4,02624271690592e+06;5,25161385900479e+01;NA;NA
COL;LAM;Latin America;1973;Manufacturing;7,68755806352938e+04;1,81750936495913e+07;8,02716215545238e+02;NA;NA
COL;LAM;Latin America;1973;Utilities;3,74201762294445e+03;3,94405399088734e+06;3,12073445863483e+01;NA;NA
COL;LAM;Latin America;1973;Construction;1,53849667517918e+04;8,89476169579004e+06;2,76187422197987e+02;NA;NA
COL;LAM;Latin America;1973;Trade, restaurants and hotels;4,80850136456918e+04;1,72250622594650e+07;8,97400336069411e+02;NA;NA
COL;LAM;Latin America;1973;Transport, storage and communication;1,54363845041802e+04;6,16191277971377e+06;3,05494359736795e+02;NA;NA
COL;LAM;Latin America;1973;Finance, insurance, real estate and business services;4,30553234545839e+04;8,10204491955752e+06;4,68080156995302e+02;NA;NA
COL;LAM;Latin America;1973;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1973;Community, social and personal services;4,72812772240052e+04;1,35948314606718e+07;1,19155011234313e+03;NA;NA
COL;LAM;Latin America;1973;Summation of sector GDP;3,31065151768272e+05;9,08515479770844e+07;6,76809093094966e+03;NA;NA
COL;LAM;Latin America;1974;Agriculture;1,00868974365853e+05;1,13226596434516e+07;2,83060387891306e+03;NA;NA
COL;LAM;Latin America;1974;Mining;5,65337640672672e+03;2,96085058796350e+06;5,25693086613766e+01;NA;NA
COL;LAM;Latin America;1974;Manufacturing;1,03986205271242e+05;1,96892434160372e+07;7,78956346875342e+02;NA;NA
COL;LAM;Latin America;1974;Utilities;4,35141948476557e+03;4,08638888462134e+06;3,44147917465733e+01;NA;NA
COL;LAM;Latin America;1974;Construction;1,95944625627510e+04;9,56863623027954e+06;2,77116231169911e+02;NA;NA
COL;LAM;Latin America;1974;Trade, restaurants and hotels;6,87571478318067e+04;1,84535706689331e+07;9,52520770944410e+02;NA;NA
COL;LAM;Latin America;1974;Transport, storage and communication;1,95348806873328e+04;6,66705254658416e+06;3,26540834113638e+02;NA;NA
COL;LAM;Latin America;1974;Finance, insurance, real estate and business services;5,73396400719928e+04;8,62648523248853e+06;5,17586667531789e+02;NA;NA
COL;LAM;Latin America;1974;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1974;Community, social and personal services;6,04105633816967e+04;1,41306193126668e+07;1,22176572305063e+03;NA;NA
COL;LAM;Latin America;1974;Summation of sector GDP;4,40496670064167e+05;9,55055065230258e+07;6,99207455300673e+03;NA;NA
COL;LAM;Latin America;1975;Agriculture;1,24175451293650e+05;1,19773110515019e+07;2,94403561212321e+03;NA;NA
COL;LAM;Latin America;1975;Mining;6,96580322086382e+03;3,07430332715205e+06;5,41900794997264e+01;NA;NA
COL;LAM;Latin America;1975;Manufacturing;1,30900658395661e+05;1,99328802190892e+07;7,78416883388553e+02;NA;NA
COL;LAM;Latin America;1975;Utilities;5,52379259036430e+03;4,36991081004310e+06;3,90824263315582e+01;NA;NA
COL;LAM;Latin America;1975;Construction;1,98451848837799e+04;8,62088074131888e+06;2,86330804714078e+02;NA;NA
COL;LAM;Latin America;1975;Trade, restaurants and hotels;8,45113208447833e+04;1,88508024120630e+07;1,04114381707365e+03;NA;NA
COL;LAM;Latin America;1975;Transport, storage and communication;2,79712731107455e+04;6,75837389267327e+06;3,59434567552306e+02;NA;NA
COL;LAM;Latin America;1975;Finance, insurance, real estate and business services;7,68340582910351e+04;9,01750410410548e+06;5,89378071715483e+02;NA;NA
COL;LAM;Latin America;1975;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1975;Community, social and personal services;7,53337363143437e+04;1,44893069924782e+07;1,29006503357980e+03;NA;NA
COL;LAM;Latin America;1975;Summation of sector GDP;5,52061278945227e+05;9,70912735504250e+07;7,38207729597836e+03;NA;NA
COL;LAM;Latin America;1976;Agriculture;1,61392412193330e+05;1,23429454359565e+07;2,98250406465011e+03;NA;NA
COL;LAM;Latin America;1976;Mining;1,04512152115829e+04;3,01092933612095e+06;6,33043651204051e+01;NA;NA
COL;LAM;Latin America;1976;Manufacturing;1,79028069224293e+05;2,08065829806427e+07;8,81531266413240e+02;NA;NA
COL;LAM;Latin America;1976;Utilities;8,25304235723461e+03;4,41926887803150e+06;3,88822291486312e+01;NA;NA
COL;LAM;Latin America;1976;Construction;2,83609465243409e+04;9,39666446816974e+06;2,76566692423443e+02;NA;NA
COL;LAM;Latin America;1976;Trade, restaurants and hotels;1,05517400209583e+05;1,97897138049156e+07;1,07733200646071e+03;NA;NA
COL;LAM;Latin America;1976;Transport, storage and communication;3,67536478084712e+04;7,17298468955943e+06;3,75190957379207e+02;NA;NA
COL;LAM;Latin America;1976;Finance, insurance, real estate and business services;9,74259118839357e+04;9,29614290866579e+06;5,85537897178133e+02;NA;NA
COL;LAM;Latin America;1976;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1976;Community, social and personal services;9,62264953611759e+04;1,55528054926693e+07;1,34447656071083e+03;NA;NA
COL;LAM;Latin America;1976;Summation of sector GDP;7,23409140773949e+05;1,01788037994732e+08;7,62532603948471e+03;NA;NA
COL;LAM;Latin America;1977;Agriculture;2,30144080945874e+05;1,27463315087181e+07;3,00117805710193e+03;NA;NA
COL;LAM;Latin America;1977;Mining;1,08327930152341e+04;2,63511713755890e+06;6,80953435170251e+01;NA;NA
COL;LAM;Latin America;1977;Manufacturing;2,37501092533318e+05;2,11063621774415e+07;9,19248822553102e+02;NA;NA
COL;LAM;Latin America;1977;Utilities;1,14204810818906e+04;4,57078666813544e+06;3,77792188546354e+01;NA;NA
COL;LAM;Latin America;1977;Construction;4,04747934035274e+04;1,01125765445083e+07;2,97687600142079e+02;NA;NA
COL;LAM;Latin America;1977;Trade, restaurants and hotels;1,41628314739917e+05;2,04670763183552e+07;1,24076787805866e+03;NA;NA
COL;LAM;Latin America;1977;Transport, storage and communication;4,89696096266295e+04;7,80351797502941e+06;3,74027801651720e+02;NA;NA
COL;LAM;Latin America;1977;Finance, insurance, real estate and business services;1,23470987043718e+05;9,76479169894455e+06;6,87924881299030e+02;NA;NA
COL;LAM;Latin America;1977;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1977;Community, social and personal services;1,27183719874212e+05;1,66180989270381e+07;1,35366456227227e+03;NA;NA
COL;LAM;Latin America;1977;Summation of sector GDP;9,71625872264319e+05;1,05824658955729e+08;7,98037416545045e+03;NA;NA
COL;LAM;Latin America;1978;Agriculture;2,68906080840217e+05;1,37807277683279e+07;3,00493374697658e+03;NA;NA
COL;LAM;Latin America;1978;Mining;1,23179339931291e+04;2,46360850448872e+06;7,44338745167108e+01;NA;NA
COL;LAM;Latin America;1978;Manufacturing;2,94055530633834e+05;2,32109604396317e+07;9,74087336379187e+02;NA;NA
COL;LAM;Latin America;1978;Utilities;1,66018478641840e+04;5,03681865890967e+06;3,69197202346351e+01;NA;NA
COL;LAM;Latin America;1978;Construction;5,49199180045617e+04;9,85398196889135e+06;3,54720314402558e+02;NA;NA
COL;LAM;Latin America;1978;Trade, restaurants and hotels;1,89653032728346e+05;2,18105820903533e+07;1,32252072835591e+03;NA;NA
COL;LAM;Latin America;1978;Transport, storage and communication;6,07576028495477e+04;8,68483829769856e+06;3,81396449878948e+02;NA;NA
COL;LAM;Latin America;1978;Finance, insurance, real estate and business services;1,65305277823675e+05;1,05345553071950e+07;6,80878234267256e+02;NA;NA
COL;LAM;Latin America;1978;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1978;Community, social and personal services;1,76414185025068e+05;1,78078411310494e+07;1,37702713203364e+03;NA;NA
COL;LAM;Latin America;1978;Summation of sector GDP;1,23893140976256e+06;1,13183914166546e+08;8,20691753704543e+03;NA;NA
COL;LAM;Latin America;1979;Agriculture;3,27473838079766e+05;1,44483756592379e+07;3,00560401376679e+03;NA;NA
COL;LAM;Latin America;1979;Mining;1,76580149400159e+04;2,49241486404831e+06;7,94164299552814e+01;NA;NA
COL;LAM;Latin America;1979;Manufacturing;3,71611450766561e+05;2,46314689304698e+07;1,00750969903886e+03;NA;NA
COL;LAM;Latin America;1979;Utilities;2,34329525438360e+04;5,56139161404224e+06;3,96255612315436e+01;NA;NA
COL;LAM;Latin America;1979;Construction;7,35261534072338e+04;9,79793191309260e+06;3,41426143473540e+02;NA;NA
COL;LAM;Latin America;1979;Trade, restaurants and hotels;2,48939124242440e+05;2,28448571496943e+07;1,45718523337525e+03;NA;NA
COL;LAM;Latin America;1979;Transport, storage and communication;8,52264203302817e+04;9,32527628447971e+06;4,26828352274556e+02;NA;NA
COL;LAM;Latin America;1979;Finance, insurance, real estate and business services;2,27670302652196e+05;1,09937992407981e+07;6,60915470842210e+02;NA;NA
COL;LAM;Latin America;1979;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1979;Community, social and personal services;2,38037048214928e+05;1,86538534400623e+07;1,43054123700632e+03;NA;NA
COL;LAM;Latin America;1979;Summation of sector GDP;1,61357530517726e+06;1,18749369095925e+08;8,44905214096436e+03;NA;NA
COL;LAM;Latin America;1980;Agriculture;3,92314145656451e+05;1,47682129136153e+07;3,00301715101163e+03;NA;NA
COL;LAM;Latin America;1980;Mining;3,62770034539638e+04;2,95198709271440e+06;8,39731902008173e+01;NA;NA
COL;LAM;Latin America;1980;Manufacturing;5,11242437068954e+05;2,49297651206414e+07;1,03274031863438e+03;NA;NA
COL;LAM;Latin America;1980;Utilities;3,00580213559199e+04;5,98036126092056e+06;4,30711720017852e+01;NA;NA
COL;LAM;Latin America;1980;Construction;1,09270945596496e+05;1,12303929982220e+07;4,19053450687321e+02;NA;NA
COL;LAM;Latin America;1980;Trade, restaurants and hotels;3,23977842727016e+05;2,33784729599712e+07;1,55292740656736e+03;NA;NA
COL;LAM;Latin America;1980;Transport, storage and communication;1,15217836388674e+05;9,69551401949177e+06;3,96258122547547e+02;NA;NA
COL;LAM;Latin America;1980;Finance, insurance, real estate and business services;2,94142560860108e+05;1,17103217960032e+07;6,98959594336605e+02;NA;NA
COL;LAM;Latin America;1980;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1980;Community, social and personal services;3,23918585213110e+05;1,99390263111794e+07;1,39972802143841e+03;NA;NA
COL;LAM;Latin America;1980;Summation of sector GDP;2,13641937832069e+06;1,24584054472759e+08;8,62972842742587e+03;NA;NA
COL;LAM;Latin America;1981;Agriculture;4,89740146913765e+05;1,52411611136834e+07;3,11568161184328e+03;NA;NA
COL;LAM;Latin America;1981;Mining;4,90227062480282e+04;3,11108683243583e+06;8,99942645310504e+01;NA;NA
COL;LAM;Latin America;1981;Manufacturing;5,87978888972666e+05;2,42696153134152e+07;1,07294365542476e+03;NA;NA
COL;LAM;Latin America;1981;Utilities;4,82225497086308e+04;6,17664567082793e+06;4,33165117835529e+01;NA;NA
COL;LAM;Latin America;1981;Construction;1,49744272787620e+05;1,20278324284496e+07;4,43708769929594e+02;NA;NA
COL;LAM;Latin America;1981;Trade, restaurants and hotels;4,16459012627923e+05;2,37669396602254e+07;1,66570715713755e+03;NA;NA
COL;LAM;Latin America;1981;Transport, storage and communication;1,39202114712728e+05;1,00919001659654e+07;4,13335471618666e+02;NA;NA
COL;LAM;Latin America;1981;Finance, insurance, real estate and business services;4,03595287091182e+05;1,24639855648597e+07;7,06592040525796e+02;NA;NA
COL;LAM;Latin America;1981;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1981;Community, social and personal services;4,31526436420337e+05;2,08981194733771e+07;1,47416551739523e+03;NA;NA
COL;LAM;Latin America;1981;Summation of sector GDP;2,71549141548288e+06;1,28047286223239e+08;9,02544500018949e+03;NA;NA
COL;LAM;Latin America;1982;Agriculture;6,01360231493311e+05;1,49525154181694e+07;3,20615653102098e+03;NA;NA
COL;LAM;Latin America;1982;Mining;6,48059691895789e+04;3,16559732821783e+06;9,23930456930714e+01;NA;NA
COL;LAM;Latin America;1982;Manufacturing;7,37273756970702e+05;2,39200494655579e+07;1,06785668747873e+03;NA;NA
COL;LAM;Latin America;1982;Utilities;6,96546328061541e+04;6,37522580482779e+06;3,71039049374095e+01;NA;NA
COL;LAM;Latin America;1982;Construction;1,88799772584387e+05;1,25144488219751e+07;4,64179009826332e+02;NA;NA
COL;LAM;Latin America;1982;Trade, restaurants and hotels;5,26965491965364e+05;2,41515497416142e+07;1,69184523434873e+03;NA;NA
COL;LAM;Latin America;1982;Transport, storage and communication;1,70470877651167e+05;1,06150664892221e+07;3,93140906752462e+02;NA;NA
COL;LAM;Latin America;1982;Finance, insurance, real estate and business services;5,11900712028707e+05;1,28545262234253e+07;7,47023624757513e+02;NA;NA
COL;LAM;Latin America;1982;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1982;Community, social and personal services;5,60526228948347e+05;2,14120689595454e+07;1,48427143250504e+03;NA;NA
COL;LAM;Latin America;1982;Summation of sector GDP;3,43175767363772e+06;1,29961048252555e+08;9,18397037732027e+03;NA;NA
COL;LAM;Latin America;1983;Agriculture;7,33441816712308e+05;1,53724874785806e+07;3,26370583815992e+03;NA;NA
COL;LAM;Latin America;1983;Mining;8,90140683749018e+04;3,61453336258499e+06;9,86104978449011e+01;NA;NA
COL;LAM;Latin America;1983;Manufacturing;8,91528564249614e+05;2,41935582592450e+07;1,10486303477868e+03;NA;NA
COL;LAM;Latin America;1983;Utilities;9,13116142098257e+04;6,47394194080459e+06;2,44919875110938e+01;NA;NA
COL;LAM;Latin America;1983;Construction;2,48816244904133e+05;1,41354419129730e+07;4,48710662042127e+02;NA;NA
COL;LAM;Latin America;1983;Trade, restaurants and hotels;6,39637976836779e+05;2,40505764476854e+07;1,68080633276306e+03;NA;NA
COL;LAM;Latin America;1983;Transport, storage and communication;2,08454320273547e+05;1,05249337072903e+07;4,00946551258271e+02;NA;NA
COL;LAM;Latin America;1983;Finance, insurance, real estate and business services;6,31929408399304e+05;1,34352362720599e+07;7,10635012549014e+02;NA;NA
COL;LAM;Latin America;1983;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1983;Community, social and personal services;7,04485642638530e+05;2,13345876342150e+07;1,46513713765945e+03;NA;NA
COL;LAM;Latin America;1983;Summation of sector GDP;4,23861965659894e+06;1,33135297015439e+08;9,19790705456652e+03;NA;NA
COL;LAM;Latin America;1984;Agriculture;8,61564560321227e+05;1,56421954419274e+07;3,32870068654040e+03;NA;NA
COL;LAM;Latin America;1984;Mining;1,27865717851396e+05;4,40870253690480e+06;1,00659250410475e+02;NA;NA
COL;LAM;Latin America;1984;Manufacturing;1,18637295479152e+06;2,56422438760013e+07;1,09332829704450e+03;NA;NA
COL;LAM;Latin America;1984;Utilities;1,20116008878571e+05;6,80682193421476e+06;2,43291862849595e+01;NA;NA
COL;LAM;Latin America;1984;Construction;3,22494884401349e+05;1,50354274680143e+07;4,73265455200054e+02;NA;NA
COL;LAM;Latin America;1984;Trade, restaurants and hotels;8,26534415798477e+05;2,45365104247181e+07;1,75556347970480e+03;NA;NA
COL;LAM;Latin America;1984;Transport, storage and communication;2,60609918331409e+05;1,07933511128234e+07;3,78786236954590e+02;NA;NA
COL;LAM;Latin America;1984;Finance, insurance, real estate and business services;6,61992814874191e+05;1,30335373089638e+07;7,05896203698072e+02;NA;NA
COL;LAM;Latin America;1984;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1984;Community, social and personal services;8,95616988864139e+05;2,25730922167162e+07;1,42985773484677e+03;NA;NA
COL;LAM;Latin America;1984;Summation of sector GDP;5,26316826411227e+06;1,38471882320284e+08;9,29038653068461e+03;NA;NA
COL;LAM;Latin America;1985;Agriculture;1,08273098943432e+06;1,58997733546052e+07;3,47074438873832e+03;NA;NA
COL;LAM;Latin America;1985;Mining;2,07933795034908e+05;6,08478948851054e+06;1,02456565993773e+02;NA;NA
COL;LAM;Latin America;1985;Manufacturing;1,47760973732351e+06;2,63996365463587e+07;1,07881827906833e+03;NA;NA
COL;LAM;Latin America;1985;Utilities;1,55018775035968e+05;7,01458496458455e+06;3,71184689582467e+01;NA;NA
COL;LAM;Latin America;1985;Construction;5,02063383692181e+05;1,63315850083604e+07;4,49819212906000e+02;NA;NA
COL;LAM;Latin America;1985;Trade, restaurants and hotels;1,07950252678005e+06;2,49765155770818e+07;1,79964665303687e+03;NA;NA
COL;LAM;Latin America;1985;Transport, storage and communication;3,31823236688807e+05;1,09038875794562e+07;3,90734311708234e+02;NA;NA
COL;LAM;Latin America;1985;Finance, insurance, real estate and business services;8,46679538755326e+05;1,32782229868814e+07;6,22180374663321e+02;NA;NA
COL;LAM;Latin America;1985;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1985;Community, social and personal services;1,07769808122776e+06;2,32132854067047e+07;1,59335427667569e+03;NA;NA
COL;LAM;Latin America;1985;Summation of sector GDP;6,76106006397284e+06;1,44102280912543e+08;9,54487253174879e+03;NA;NA
COL;LAM;Latin America;1986;Agriculture;1,52235874616488e+06;1,64364662086997e+07;3,52593453720284e+03;NA;NA
COL;LAM;Latin America;1986;Mining;3,33211812886280e+05;9,86595656177870e+06;1,08610301363371e+02;NA;NA
COL;LAM;Latin America;1986;Manufacturing;2,12270653575960e+06;2,79697168484618e+07;1,10864147965570e+03;NA;NA
COL;LAM;Latin America;1986;Utilities;2,19568941770964e+05;7,43585033555535e+06;2,74253927768562e+01;NA;NA
COL;LAM;Latin America;1986;Construction;6,54806060845322e+05;1,71271136412312e+07;4,84305091882722e+02;NA;NA
COL;LAM;Latin America;1986;Trade, restaurants and hotels;1,42426227271025e+06;2,58744065692758e+07;1,99352982711342e+03;NA;NA
COL;LAM;Latin America;1986;Transport, storage and communication;4,32159735965979e+05;1,10078869432236e+07;4,08215802046211e+02;NA;NA
COL;LAM;Latin America;1986;Finance, insurance, real estate and business services;1,19017417904780e+06;1,38606864833708e+07;6,05568885573982e+02;NA;NA
COL;LAM;Latin America;1986;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1986;Community, social and personal services;1,39333974892709e+06;2,44410203841406e+07;1,63512069527567e+03;NA;NA
COL;LAM;Latin America;1986;Summation of sector GDP;9,29258803407817e+06;1,54019103975738e+08;9,89735201289077e+03;NA;NA
COL;LAM;Latin America;1987;Agriculture;2,04553153504539e+06;1,74858393676051e+07;3,60543000295397e+03;NA;NA
COL;LAM;Latin America;1987;Mining;5,80196079516427e+05;1,22422596380637e+07;1,24072185049716e+02;NA;NA
COL;LAM;Latin America;1987;Manufacturing;2,49444737624653e+06;2,97086480479844e+07;1,22773924889030e+03;NA;NA
COL;LAM;Latin America;1987;Utilities;2,91598790881406e+05;8,09931459828319e+06;3,49422564905397e+01;NA;NA
COL;LAM;Latin America;1987;Construction;7,25253168204832e+05;1,54080329525855e+07;5,29760857820952e+02;NA;NA
COL;LAM;Latin America;1987;Trade, restaurants and hotels;1,91754259081823e+06;2,70170175585613e+07;2,07824445964903e+03;NA;NA
COL;LAM;Latin America;1987;Transport, storage and communication;5,84212386620842e+05;1,13757475499210e+07;4,00949411953217e+02;NA;NA
COL;LAM;Latin America;1987;Finance, insurance, real estate and business services;1,68006915485446e+06;1,45950623258246e+07;6,55332978452466e+02;NA;NA
COL;LAM;Latin America;1987;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1987;Community, social and personal services;1,81408384823012e+06;2,60082970768274e+07;1,75968332232215e+03;NA;NA
COL;LAM;Latin America;1987;Summation of sector GDP;1,21329349304182e+07;1,61940219115656e+08;1,04161547235823e+04;NA;NA
COL;LAM;Latin America;1988;Agriculture;2,52149080674014e+06;1,79700511861516e+07;3,67222731045095e+03;NA;NA
COL;LAM;Latin America;1988;Mining;7,25191628295416e+05;1,27971144406577e+07;1,33814302432828e+02;NA;NA
COL;LAM;Latin America;1988;Manufacturing;3,45332955074201e+06;3,02717668501690e+07;1,28364770220476e+03;NA;NA
COL;LAM;Latin America;1988;Utilities;3,92617306175954e+05;8,52746714153144e+06;3,93541901750643e+01;NA;NA
COL;LAM;Latin America;1988;Construction;1,13741427215310e+06;1,74404844077424e+07;5,48033031551483e+02;NA;NA
COL;LAM;Latin America;1988;Trade, restaurants and hotels;2,60279964352291e+06;2,83734955940156e+07;2,20468841276560e+03;NA;NA
COL;LAM;Latin America;1988;Transport, storage and communication;7,94836884809333e+05;1,17659927815817e+07;4,18982591536532e+02;NA;NA
COL;LAM;Latin America;1988;Finance, insurance, real estate and business services;2,63617740311614e+06;1,57517002925806e+07;7,09565663107676e+02;NA;NA
COL;LAM;Latin America;1988;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1988;Community, social and personal services;2,35671241177533e+06;2,73497112188407e+07;1,80149629473672e+03;NA;NA
COL;LAM;Latin America;1988;Summation of sector GDP;1,66205699073303e+07;1,70247783913271e+08;1,08118094989616e+04;NA;NA
COL;LAM;Latin America;1989;Agriculture;3,11693138301553e+06;1,87425373721304e+07;3,81803930988457e+03;NA;NA
COL;LAM;Latin America;1989;Mining;1,16274388328588e+06;1,42866248172698e+07;1,47856411249184e+02;NA;NA
COL;LAM;Latin America;1989;Manufacturing;4,39572775311972e+06;3,19721398773825e+07;1,37497587529990e+03;NA;NA
COL;LAM;Latin America;1989;Utilities;5,46704566937424e+05;8,97513333956580e+06;4,26334941032302e+01;NA;NA
COL;LAM;Latin America;1989;Construction;1,31119709729902e+06;1,60213989041105e+07;5,32694925001147e+02;NA;NA
COL;LAM;Latin America;1989;Trade, restaurants and hotels;3,33089134956395e+06;2,88965933528416e+07;2,27617219514050e+03;NA;NA
COL;LAM;Latin America;1989;Transport, storage and communication;1,04083028184583e+06;1,21445504656951e+07;4,36303647279943e+02;NA;NA
COL;LAM;Latin America;1989;Finance, insurance, real estate and business services;3,35422081956229e+06;1,61039839070419e+07;7,45216324516825e+02;NA;NA
COL;LAM;Latin America;1989;Government services;NA;NA;NA;NA;NA
COL;LAM;Latin America;1989;Community, social and personal services;3,13932245734543e+06;2,82483749303946e+07;1,96147216392396e+03;NA;NA
COL;LAM;Latin America;1989;Summation of sector GDP;2,13985695919751e+07;1,75391336966432e+08;1,13353643463993e+04;NA;NA
